Binary,Integer,Number of Gates,Optimal Network
1001.1000.1001.0001,39057,9,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c)
I4 = NAND(I5, I8)
I5 = NAND(I3, I7)
I7 = NAND(a, b)
I8 = NAND(d, I9)"
1001.1000.1001.0010,39058,9,"O = NAND(I1, I10)
I1 = NAND(I2, I6)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(d, b)"
1001.1000.1001.0011,39059,9,"O = NAND(I1, I7)
I1 = NAND(I2, I12)
I2 = NAND(I3, I7)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(b, c)
I6 = NAND(a, b)
I7 = NAND(c, I3)"
1001.1000.1001.0110,39062,11,"O = NAND(I1, I17)
I1 = NAND(I2, I9)
I2 = NAND(d, I3)
I3 = NAND(I4, I5)
I4 = NAND(b, c)
I5 = NAND(I6, I7)
I6 = NAND(c, I7)
I7 = NAND(a, b)
I9 = NAND(I5, I14)"
1001.1000.1001.0111,39063,11,"O = NAND(I1, I18)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(d, I4)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, d)
I7 = NAND(a, b)
I8 = NAND(I4, I3)"
1001.1000.1001.1001,39065,8,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, I5)
I5 = NAND(a)
I6 = NAND(c, I7)
I7 = NAND(d)"
1001.1000.1001.1010,39066,8,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(a, b)
I7 = NAND(I2, d)"
1001.1000.1001.1011,39067,8,"O = NAND(I1, I5)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, c)
I4 = NAND(c, I5)
I5 = NAND(c, I6)
I6 = NAND(I2, I9)"
1001.1000.1001.1110,39070,9,"O = NAND(I1, I9)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(I5, b)
I5 = NAND(a, I6)
I6 = NAND(d, c)
I7 = NAND(c, I6)"
1001.1000.1001.1111,39071,8,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d)
I7 = NAND(a, b)"
1001.1000.1010.0000,39072,10,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)
I9 = NAND(a, b)"
1001.1000.1010.0001,39073,10,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, I5)
I5 = NAND(a, b)
I6 = NAND(I7, I12)
I7 = NAND(I3, I5)"
1001.1000.1010.0010,39074,11,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, c)
I5 = NAND(I6, I4)
I6 = NAND(I7, I10)
I7 = NAND(c, I8)
I8 = NAND(d, I9)
I9 = NAND(b)
I10 = NAND(a, b)"
1001.1000.1010.0011,39075,10,"O = NAND(I1, I13)
I1 = NAND(I2, I7)
I2 = NAND(I3, I7)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(b, c)
I6 = NAND(a, b)
I7 = NAND(c, I8)
I8 = NAND(a, I6)"
1001.1000.1010.0100,39076,10,"O = NAND(I1, I11)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, c)
I4 = NAND(I5, I2)
I5 = NAND(I6, I8)
I6 = NAND(c, I7)
I7 = NAND(a)
I8 = NAND(a, b)"
1001.1000.1010.0101,39077,10,"O = NAND(I1, I17)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, d)
I7 = NAND(a, b)
I8 = NAND(a, I7)"
1001.1000.1010.0110,39078,10,"O = NAND(I1, I15)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, d)
I7 = NAND(a, b)
I8 = NAND(c, a)"
1001.1000.1010.0111,39079,11,"O = NAND(I1, I16)
I1 = NAND(I2, I10)
I2 = NAND(d, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(c, a)
I7 = NAND(a, b)
I8 = NAND(b, I7)
I10 = NAND(I4, I6)"
1001.1000.1010.1000,39080,9,"O = NAND(I1, I9)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(I5, a)
I5 = NAND(b)
I6 = NAND(c, I7)
I7 = NAND(d, I5)"
1001.1000.1010.1001,39081,10,"O = NAND(I1, I10)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(I5, a)
I5 = NAND(b, a)
I6 = NAND(c, I7)
I7 = NAND(d, I8)
I8 = NAND(b, I5)"
1001.1000.1010.1010,39082,9,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(d, a)
I8 = NAND(a, I7)"
1001.1000.1010.1011,39083,9,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(I5, a)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(b)"
1001.1000.1010.1100,39084,10,"O = NAND(I1, I13)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(a, I5)
I9 = NAND(c, b)"
1001.1000.1010.1101,39085,10,"O = NAND(I1, I14)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(a, I5)
I9 = NAND(b, I5)"
1001.1000.1010.1110,39086,9,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, c)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(b, I4)"
1001.1000.1010.1111,39087,9,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(b)
I8 = NAND(a, I6)"
1001.1000.1011.0000,39088,10,"O = NAND(I1)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, I5)
I5 = NAND(d, I6)
I6 = NAND(b)
I7 = NAND(I8, I5)
I8 = NAND(I3, I13)"
1001.1000.1011.0001,39089,10,"O = NAND(I1)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, I5)
I5 = NAND(d, I6)
I6 = NAND(b, I7)
I7 = NAND(a, b)
I8 = NAND(I9, I5)
I9 = NAND(I3, I7)"
1001.1000.1011.0010,39090,10,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, d)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)
I9 = NAND(a, b)"
1001.1000.1011.0011,39091,10,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(d, b)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)
I9 = NAND(a, b)"
1001.1000.1011.0100,39092,10,"O = NAND(I1, I13)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, c)
I4 = NAND(I5, I2)
I5 = NAND(I6, I10)
I6 = NAND(c, I7)
I7 = NAND(a, I2)"
1001.1000.1011.0101,39093,10,"O = NAND(I1, I10)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I8)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, d)
I7 = NAND(a, b)
I8 = NAND(a, I7)"
1001.1000.1011.0110,39094,11,"O = NAND(I1, I13)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(I4, I7)
I4 = NAND(I5, I6)
I5 = NAND(c)
I6 = NAND(a, b)
I7 = NAND(c, b)
I8 = NAND(I4, I12)"
1001.1000.1011.0111,39095,10,"O = NAND(I1, I18)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(d, I4)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(b, d)
I7 = NAND(a, b)
I8 = NAND(I4, I3)"
1001.1000.1011.1000,39096,8,"O = NAND(I1, I5)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(b, c)
I4 = NAND(c, I5)
I5 = NAND(c, I6)
I6 = NAND(I2, I9)"
1001.1000.1011.1001,39097,9,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, c)
I7 = NAND(I8, a)
I8 = NAND(I3, I6)"
1001.1000.1011.1010,39098,8,"O = NAND(I1, I10)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(b)"
1001.1000.1011.1011,39099,8,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d)
I7 = NAND(a, c)"
1001.1000.1011.1100,39100,10,"O = NAND(I1, I10)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, I2)"
1001.1000.1011.1101,39101,10,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(I4, a)
I9 = NAND(I10, a)"
1001.1000.1011.1110,39102,9,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, c)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(b, I4)"
1001.1000.1011.1111,39103,8,"O = NAND(I1, I7)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(b)
I7 = NAND(a, I5)"
1001.1000.1110.0000,39136,12,"O = NAND(I1, I13)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(I6)
I6 = NAND(I7, I9)
I7 = NAND(c, I8)
I8 = NAND(d, c)
I9 = NAND(a, I10)
I10 = NAND(I4, I8)"
1001.1000.1110.0001,39137,12,"O = NAND(I1, I13)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(a, c)
I5 = NAND(I6, I10)
I6 = NAND(I7, I9)
I7 = NAND(c, I4)
I9 = NAND(a, b)
I10 = NAND(d, I11)
I11 = NAND(b, I4)"
1001.1000.1110.0010,39138,11,"O = NAND(I1, I26)
I1 = NAND(I2, I9)
I2 = NAND(d, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(a, c)
I7 = NAND(a, I6)
I9 = NAND(I10, I2)
I10 = NAND(I5, I3)"
1001.1000.1110.0011,39139,12,"O = NAND(I1, I23)
I1 = NAND(I2, I13)
I2 = NAND(I3, I9)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(c, b)
I6 = NAND(c, I4)
I9 = NAND(c, I6)"
1001.1000.1110.0110,39142,12,"O = NAND(I1, I16)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, a)
I5 = NAND(I6, I11)
I6 = NAND(I3, I9)
I9 = NAND(a, I4)
I11 = NAND(d, I12)"
1001.1000.1110.0111,39143,12,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, d)
I4 = NAND(I5, I11)
I5 = NAND(I6, I10)
I6 = NAND(I7, I9)
I7 = NAND(c, I8)
I8 = NAND(b, d)
I9 = NAND(a, b)
I10 = NAND(c, a)
I11 = NAND(a, I7)"
1001.1000.1110.1000,39144,11,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(I4, a)
I9 = NAND(I10, I13)
I10 = NAND(I7)"
1001.1000.1110.1001,39145,12,"O = NAND(I1, I10)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, I5)
I5 = NAND(b, a)
I6 = NAND(c, I7)
I7 = NAND(d, I8)
I8 = NAND(I5, a)
I10 = NAND(I11, I14)
I11 = NAND(I8)"
1001.1000.1110.1010,39146,10,"O = NAND(I1, I12)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(I4, I9)
I4 = NAND(I5, I7)
I5 = NAND(a, I6)
I6 = NAND(c, a)
I7 = NAND(c, I6)
I9 = NAND(b)"
1001.1000.1110.1011,39147,11,"O = NAND(I1, I14)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(I5, I8)
I5 = NAND(I6, I7)
I6 = NAND(b)
I7 = NAND(c, a)
I8 = NAND(c, I9)
I9 = NAND(d, I6)"
1001.1000.1110.1110,39150,10,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(a)
I8 = NAND(a, I9)
I9 = NAND(c, d)"
1001.1000.1110.1111,39151,10,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a)
I5 = NAND(c, I6)
I6 = NAND(d, I7)
I7 = NAND(b)
I8 = NAND(a, I9)
I9 = NAND(c, I5)"
1001.1000.1111.0000,39152,10,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(d, b)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)
I9 = NAND(a, b)"
1001.1000.1111.0001,39153,10,"O = NAND(I1, I11)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c)
I4 = NAND(I5, I8)
I5 = NAND(I3, I7)
I7 = NAND(a, b)
I8 = NAND(d, I9)
I9 = NAND(b, I7)"
1001.1000.1111.0010,39154,10,"O = NAND(I1, I12)
I1 = NAND(I2, I8)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(b, I8)
I8 = NAND(c, I4)"
1001.1000.1111.0011,39155,10,"O = NAND(I1, I15)
I1 = NAND(I2, I9)
I2 = NAND(I3, I7)
I3 = NAND(I4, I5)
I4 = NAND(d, I5)
I5 = NAND(a, b)
I7 = NAND(c, I8)
I8 = NAND(b, I9)
I9 = NAND(c, I4)"
1001.1000.1111.0110,39158,11,"O = NAND(I1, I15)
I1 = NAND(I2, I9)
I2 = NAND(I3)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(c, I6)
I6 = NAND(c, I7)
I7 = NAND(d, I8)
I8 = NAND(b, I9)
I9 = NAND(a, b)"
1001.1000.1111.0111,39159,10,"O = NAND(I1, I14)
I1 = NAND(I2, I13)
I2 = NAND(I3, I9)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(c, b)
I6 = NAND(c, I4)
I9 = NAND(c, I6)"
1001.1000.1111.1000,39160,8,"O = NAND(I1, I10)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(b)"
1001.1000.1111.1001,39161,9,"O = NAND(I1, I5)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, I5)
I5 = NAND(I6, a)
I6 = NAND(b, I7)
I7 = NAND(d, c)
I8 = NAND(c, I7)"
1001.1000.1111.1010,39162,8,"O = NAND(I1, I10)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(b, d)"
1001.1000.1111.1011,39163,9,"O = NAND(I1, I10)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(b)"
1001.1000.1111.1110,39166,8,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d, c)
I7 = NAND(a, I6)"
1001.1000.1111.1111,39167,8,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b)
I5 = NAND(c, I6)
I6 = NAND(d)
I7 = NAND(a)"
1001.1001.1001.0000,39312,8,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(I5)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)"
1001.1001.1001.0001,39313,8,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(I5, I3)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)"
1001.1001.1001.0010,39314,9,"O = NAND(I1, I13)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(I6, I10)
I6 = NAND(I3, I4)"
1001.1001.1001.0011,39315,8,"O = NAND(I1, I6)
I1 = NAND(I2, I10)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(c, I3)"
1001.1001.1001.0110,39318,9,"O = NAND(I1, I19)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I6)
I5 = NAND(c, I6)
I6 = NAND(a, b)
I8 = NAND(c, I5)"
1001.1001.1001.0111,39319,9,"O = NAND(I1, I18)
I1 = NAND(I2, I8)
I2 = NAND(d, I3)
I3 = NAND(d, I4)
I4 = NAND(I5, I6)
I5 = NAND(c, I6)
I6 = NAND(a, b)
I8 = NAND(I4, I3)"
1001.1001.1001.1000,39320,7,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(c, I6)
I6 = NAND(d)"
1001.1001.1001.1010,39322,6,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)"
1001.1001.1001.1011,39323,6,"O = NAND(I1, I5)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(c, d)"
1001.1001.1001.1110,39326,9,"O = NAND(I1, I7)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(c, I6)
I6 = NAND(d, c)
I7 = NAND(I8, I6)
I8 = NAND(I4)"
1001.1001.1001.1111,39327,6,"O = NAND(I1, I6)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(c, I3)"
1001.1001.1010.0000,39328,9,"O = NAND(I1)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)"
1001.1001.1010.0001,39329,9,"O = NAND(I1)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, I5)
I5 = NAND(a, b)
I6 = NAND(I7, I12)
I7 = NAND(I3, I5)"
1001.1001.1010.0010,39330,9,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, a)
I5 = NAND(I6, I4)
I6 = NAND(I3, I9)"
1001.1001.1010.0011,39331,9,"O = NAND(I1, I12)
I1 = NAND(I2, I6)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(d)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(a, I5)"
1001.1001.1010.0100,39332,10,"O = NAND(I1, I12)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, c)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)
I9 = NAND(a, b)"
1001.1001.1010.0101,39333,9,"O = NAND(I1, I10)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a)
I5 = NAND(I6, I10)
I6 = NAND(I3, I9)"
1001.1001.1010.0110,39334,9,"O = NAND(I1, I13)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(I4, I7)
I4 = NAND(I5, I6)
I5 = NAND(c)
I6 = NAND(a, b)
I7 = NAND(c, a)"
1001.1001.1010.0111,39335,9,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(I4, I6)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(a, c)
I7 = NAND(a, b)"
1001.1001.1010.1000,39336,8,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(I5, a)
I5 = NAND(b, I6)
I6 = NAND(d)"
1001.1001.1010.1001,39337,7,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(I5, a)
I5 = NAND(b)"
1001.1001.1010.1011,39339,7,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, I5)
I5 = NAND(b, d)"
1001.1001.1010.1100,39340,9,"O = NAND(I1, I9)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, c)
I4 = NAND(I5, a)
I5 = NAND(b, a)
I6 = NAND(c, I7)
I7 = NAND(d, I5)"
1001.1001.1010.1101,39341,8,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, d)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(I7, a)
I7 = NAND(b, a)"
1001.1001.1010.1110,39342,9,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(d, I3)
I3 = NAND(I4, I7)
I4 = NAND(I5, I6)
I5 = NAND(a, b)
I6 = NAND(c, I7)
I7 = NAND(c, a)"
1001.1001.1010.1111,39343,8,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(I4, d)
I4 = NAND(I5, I7)
I5 = NAND(c, I6)
I6 = NAND(a)
I7 = NAND(a, b)"
1001.1001.1011.0000,39344,9,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(I5, I9)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)
I8 = NAND(a, b)"
1001.1001.1011.0001,39345,9,"O = NAND(I1, I3)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(I5, I9)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)
I8 = NAND(a, b)"
1001.1001.1011.0010,39346,9,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(I6, I10)
I6 = NAND(I3, I4)"
1001.1001.1011.0011,39347,9,"O = NAND(I1)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(d, c)
I4 = NAND(I5, I9)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)
I8 = NAND(a, b)"
1001.1001.1011.0100,39348,9,"O = NAND(I1, I11)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, c)
I4 = NAND(I5, I2)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)
I8 = NAND(a, b)"
1001.1001.1011.0101,39349,9,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, c)
I4 = NAND(I5)
I5 = NAND(I6, I8)
I6 = NAND(c, I3)
I8 = NAND(a, b)"
1001.1001.1011.0110,39350,10,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(a, b)
I5 = NAND(I6, I10)
I6 = NAND(I3, I4)"
1001.1001.1011.0111,39351,9,"O = NAND(I1, I15)
I1 = NAND(I2, I7)
I2 = NAND(d, I3)
I3 = NAND(d, I4)
I4 = NAND(I5, I6)
I5 = NAND(c)
I6 = NAND(a, b)
I7 = NAND(I4, I3)"
1001.1001.1011.1000,39352,8,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(b, a)
I5 = NAND(c, I6)
I6 = NAND(I4, a)"
1001.1001.1011.1001,39353,7,"O = NAND(I1, I6)
I1 = NAND(I2, I3)
I2 = NAND(d)
I3 = NAND(c, I4)
I4 = NAND(I5, a)
I5 = NAND(b)
I6 = NAND(c, d)"
1001.1001.1011.1010,39354,8,"O = NAND(I1, I10)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(c, I4)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(a, b)"
1001.1001.1011.1100,39356,8,"O = NAND(I1, I5)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(c, I5)
I5 = NAND(c, I6)
I6 = NAND(I2, I9)"
1001.1001.1011.1101,39357,7,"O = NAND(I1, I7)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(c, I5)
I5 = NAND(a, I3)"
1001.1001.1011.1110,39358,9,"O = NAND(I1, I5)
I1 = NAND(I2, I4)
I2 = NAND(d, I3)
I3 = NAND(a, b)
I4 = NAND(c, I5)
I5 = NAND(c, I6)
I6 = NAND(I2, I9)"
